budget,risk,cust,fit
30,10,2,0.1425705980066445
30,10,2,0.14094269102990034
30,10,2,0.14093853820598007
30,10,2,0.1432433554817276
30,10,2,0.14327104097452936
30,10,2,0.14016749723145072
30,10,2,0.12980066445182725
30,10,2,0.1454125138427464
30,10,2,0.15074473975636768
30,10,2,0.13507751937984497
30,10,2,0.14323920265780732
30,10,2,0.13810077519379846
30,10,2,0.14248062015503876
30,10,2,0.14690199335548174
30,10,2,0.1402948504983389
30,10,2,0.16050664451827243
30,10,2,0.13732558139534887
30,10,2,0.1357308970099668
30,10,2,0.14020210409745293
30,10,2,0.14394656699889258
30,10,2,0.14170404208194903
30,10,2,0.13728266888150611
30,10,2,0.1425276854928018
30,10,2,0.13875692137320045
30,10,2,0.14172480620155037
30,10,2,0.13425387596899224
30,10,2,0.13799972314507197
30,10,2,0.141046511627907
30,10,2,0.14240863787375416
30,10,2,0.14106450719822813
30,10,2,0.13579595791805096
30,10,2,0.14552464008859356
30,10,2,0.14846483942414174
30,10,2,0.14184108527131783
30,10,2,0.1394781284606866
30,10,2,0.14554125138427465
30,10,2,0.15443383167220376
30,10,2,0.14097314507198228
30,10,2,0.15590946843853823
30,10,2,0.14026993355481726
30,10,2,0.14774086378737541
30,10,2,0.14172480620155037
30,10,2,0.15448643410852714
30,10,2,0.1380578626799557
30,10,2,0.14618217054263566
30,10,2,0.13659606866002216
30,10,2,0.14544988925802882
30,10,2,0.13944767441860467
30,10,2,0.13725775193798448
30,10,2,0.1498684939091916
30,10,2,0.13721483942414175
30,10,2,0.14250000000000002
30,10,2,0.14773671096345514
30,10,2,0.14244739756367664
30,10,3,0.1619559800664452
30,10,3,0.16480343300110742
30,10,3,0.15963316722037652
30,10,3,0.15293189368770765
30,10,3,0.15878322259136213
30,10,3,0.17380813953488375
30,10,3,0.16417220376522704
30,10,3,0.15590254706533777
30,10,3,0.18139258028792915
30,10,3,0.16246539313399777
30,10,3,0.16124307862679954
30,10,3,0.1670999446290144
30,10,3,0.1581796788482835
30,10,3,0.17159883720930233
30,10,3,0.16639396456256922
30,10,3,0.17307724252491696
30,10,3,0.17079318936877075
30,10,3,0.17760243632336656
30,10,3,0.1633859357696567
30,10,3,0.16714977851605758
30,10,3,0.17228405315614617
30,10,3,0.16182585825027687
30,10,3,0.17313676633444075
30,10,3,0.17902685492801773
30,10,3,0.1640960686600222
30,10,3,0.16267580287929123
30,10,3,0.15812292358803987
30,10,3,0.15958471760797344
30,10,3,0.1574667774086379
30,10,3,0.15363648947951275
30,10,3,0.16790559246954595
30,10,3,0.16856173864894797
30,10,3,0.17015365448504988
30,10,3,0.16864617940199333
30,10,3,0.14839839424141751
30,10,3,0.1626232004429679
30,10,3,0.1610548172757475
30,10,3,0.158109080841639
30,10,3,0.16556478405315617
30,10,3,0.17311461794019933
30,10,3,0.1633361018826135
30,10,3,0.1693563122923588
30,10,3,0.1588635105204873
30,10,3,0.1641140642303433
30,10,3,0.16631644518272426
30,10,3,0.15814230343300112
30,10,3,0.15886074197120711
30,10,3,0.16334163898117388
30,10,3,0.1612278516057586
30,10,3,0.16860188261351053
30,10,3,0.1753529900332226
30,10,3,0.16269241417497232
30,10,3,0.16708333333333336
30,10,3,0.16482834994462903
30,10,3,0.16719130675526025
30,10,3,0.1715448504983389
30,10,3,0.16254014396456257
30,10,3,0.16488372093023257
30,10,3,0.16718438538205982
30,10,3,0.16783637873754154
30,10,3,0.16856450719822813
30,10,3,0.17239479512735328
30,10,3,0.1627090254706534
30,10,3,0.16412375415282393
30,10,3,0.17314368770764121
30,10,3,0.15818106312292357
30,10,3,0.15663344407530455
30,10,3,0.16109634551495017
30,10,3,0.17158222591362127
30,10,3,0.16408361018826134
30,10,3,0.17084579180509413
30,10,3,0.16632059800664453
30,10,3,0.17459302325581394
30,10,3,0.16782668881506094
30,10,3,0.1640323920265781
30,10,3,0.17221622369878184
30,10,3,0.167890365448505
30,10,3,0.1617857142857143
30,10,3,0.15742386489479512
30,10,3,0.16259136212624586
30,10,3,0.16550941306755262
30,10,3,0.16859634551495017
30,10,3,0.1627076411960133
30,10,3,0.16712901439645628
30,10,3,0.16262735326688815
30,10,3,0.16923034330011077
30,10,3,0.16038205980066444
30,10,3,0.17014534883720933
30,10,3,0.1611392580287929
30,10,3,0.17090669988925802
30,10,3,0.17312569213732004
30,10,3,0.16709302325581396
30,10,3,0.16487126245847178
30,10,3,0.167952657807309
30,10,3,0.15359219269102992
30,10,3,0.15963316722037652
30,10,3,0.1633817829457364
30,10,3,0.149187430786268
30,10,3,0.1595764119601329
30,10,3,0.15958333333333335
30,10,4,0.19994186046511628
30,10,4,0.17745431893687708
30,10,4,0.18950166112956812
30,10,4,0.1812043189368771
30,10,4,0.19177048726467333
30,10,4,0.18797757475083057
30,10,4,0.1760921926910299
30,10,4,0.19171788482834995
30,10,4,0.18505398671096346
30,10,4,0.1864133444075305
30,10,4,0.17827657807308972
30,10,4,0.19162375415282393
30,10,4,0.2043826135105205
30,10,4,0.19777408637873756
30,10,4,0.19097868217054265
30,10,4,0.1932904208194906
30,10,4,0.18045127353266888
30,10,4,0.1931533776301218
30,10,4,0.19550249169435216
30,10,4,0.19013704318936878
30,10,4,0.19172342192691028
30,10,4,0.17374861572535993
30,10,4,0.1827823920265781
30,10,4,0.18060077519379847
30,10,4,0.2029263565891473
30,10,4,0.1768576965669989
30,10,4,0.19249169435215946
30,10,4,0.17226328903654486
30,10,4,0.18807724252491695
30,10,4,0.18879291251384275
30,10,4,0.18648809523809523
30,10,4,0.17677325581395348
30,10,4,0.18652685492801774
30,10,4,0.1924543189368771
30,10,4,0.17533776301218162
30,10,4,0.1910049833887043
30,10,4,0.18277270210409746
30,10,4,0.1977076411960133
30,10,4,0.18047065337763013
30,10,4,0.180437430786268
30,10,4,0.1662901439645626
30,10,4,0.19173588039867112
30,10,4,0.18802048726467332
30,10,4,0.1880606312292359
30,10,4,0.1850373754152824
30,10,4,0.17903792912513844
30,10,4,0.17232142857142857
30,10,4,0.1775110741971207
30,10,4,0.18049972314507198
30,10,4,0.17307447397563677
30,10,4,0.1812057032115172
30,10,4,0.1821082502768549
30,10,4,0.18647702104097452
30,10,4,0.1766749723145072
30,10,4,0.18126799557032117
30,10,4,0.1826370431893688
30,10,4,0.19988095238095238
30,10,4,0.19615310077519382
30,10,4,0.19554955703211518
30,10,4,0.19626937984496123
30,10,4,0.18570044296788482
30,10,4,0.1886807862679956
30,10,4,0.1947314507198228
30,10,4,0.18952519379844962
30,10,4,0.18130813953488373
30,10,4,0.17301495016611296
30,10,4,0.18287652270210408
30,10,4,0.1887264673311185
30,10,4,0.18058416389811738
30,10,4,0.1872217607973422
30,10,4,0.1835188261351052
30,10,4,0.17676771871539312
30,10,4,0.18205287929125138
30,10,4,0.1894199889258029
30,10,4,0.17834994462901438
30,10,4,0.18353405315614618
30,10,4,0.1923781838316722
30,10,4,0.18879568106312294
30,10,4,0.19920542635658917
30,10,4,0.17450442967884827
30,10,4,0.17678017718715394
30,10,4,0.1880135658914729
30,10,4,0.18880813953488373
30,10,4,0.17983250276854928
30,10,4,0.19700858250276854
30,10,4,0.1857904208194906
30,10,4,0.17303156146179402
30,10,4,0.18200166112956812
30,10,4,0.20286267995570323
30,10,4,0.19553986710963456
30,10,4,0.18492109634551496
30,10,4,0.18726328903654488
30,10,4,0.17005121816168328
30,10,4,0.18726052048726466
30,10,4,0.1849764673311185
30,10,4,0.18054955703211517
30,10,4,0.18200719822812844
30,10,4,0.17983388704318937
30,10,4,0.1911060354374308
30,10,4,0.17680232558139536
30,10,5,0.2065794573643411
30,10,5,0.2096013289036545
30,10,5,0.19927048726467333
30,10,5,0.2185423588039867
30,10,5,0.2035838870431894
30,10,5,0.1916638981173865
30,10,5,0.2051342746400886
30,10,5,0.20441445182724255
30,10,5,0.1998920265780731
30,10,5,0.20583471760797342
30,10,5,0.20589562569213732
30,10,5,0.20896733111849392
30,10,5,0.19318660022148396
30,10,5,0.20144656699889257
30,10,5,0.22546926910299006
30,10,5,0.2192635658914729
30,10,5,0.2051342746400886
30,10,5,0.21252906976744185
30,10,5,0.19307032115171652
30,10,5,0.2058734772978959
30,10,5,0.2096013289036545
30,10,5,0.19998200442967884
30,10,5,0.20131367663344407
30,10,5,0.20506921373200443
30,10,5,0.20516611295681064
30,10,5,0.21194352159468438
30,10,5,0.2074626245847176
30,10,5,0.22163344407530455
30,10,5,0.20808693244739757
30,10,5,0.21781007751937986
30,10,5,0.2185575858250277
30,10,5,0.21028516057585828
30,10,5,0.20968300110741972
30,10,5,0.20432447397563677
30,10,5,0.2110589700996678
30,10,5,0.22979651162790699
30,10,5,0.20284745293466225
30,10,5,0.19770071982281284
30,10,5,0.1985229789590255
30,10,5,0.19683970099667775
30,10,5,0.20142857142857143
30,10,5,0.20278377630121816
30,10,5,0.20965946843853822
30,10,5,0.21475498338870433
30,10,5,0.2082170542635659
30,10,5,0.21933416389811738
30,10,5,0.21632890365448504
30,10,5,0.21711932447397564
30,10,5,0.2074044850498339
30,10,5,0.22681339977851606
30,10,5,0.21932585825027687
30,10,5,0.2156201550387597
30,10,5,0.21182862679955705
30,10,5,0.20510935769656702
30,10,5,0.20811323366555926
30,10,5,0.2088607419712071
30,10,5,0.21855343300110744
30,10,5,0.19838870431893688
30,10,5,0.2147923588039867
30,10,5,0.20075996677740865
30,10,5,0.20290005537098563
30,10,5,0.208171373200443
30,10,5,0.2103419158361019
30,10,5,0.2013579734219269
30,10,5,0.20065199335548173
30,10,5,0.20586378737541527
30,10,5,0.21629568106312294
30,10,5,0.21482834994462902
30,10,5,0.2097106866002215
30,10,5,0.20801495016611296
30,10,5,0.19996816168327797
30,10,5,0.21717469545957918
30,10,5,0.22011627906976744
30,10,5,0.20585271317829457
30,10,5,0.21114756367663345
30,10,5,0.2186531007751938
30,10,5,0.21857419712070875
30,10,5,0.20656976744186045
30,10,5,0.2119767441860465
30,10,5,0.20363787375415282
30,10,5,0.20442691029900334
30,10,5,0.20584025470653378
30,10,5,0.20585271317829457
30,10,5,0.2170874861572536
30,10,5,0.2096027131782946
30,10,5,0.19307585825027687
30,10,5,0.2170874861572536
30,10,5,0.20127768549280178
30,10,5,0.2119767441860465
30,10,5,0.19765365448504985
30,10,5,0.19460271317829458
30,10,5,0.20500968992248064
30,10,5,0.20889396456256923
30,10,5,0.21550387596899226
30,10,5,0.21113510520487264
30,10,5,0.20133305647840533
30,10,5,0.21706118493909193
30,10,5,0.2050968992248062
30,10,5,0.2103889811738649
30,10,5,0.1998297342192691
30,10,6,0.2357890365448505
30,10,6,0.23198643410852712
30,10,6,0.23281146179401996
30,10,6,0.23425526024363236
30,10,6,0.2224280177187154
30,10,6,0.2261295681063123
30,10,6,0.23423034330011075
30,10,6,0.2514936323366556
30,10,6,0.2372093023255814
30,10,6,0.22605758582502766
30,10,6,0.23952242524916945
30,10,6,0.21997231450719823
30,10,6,0.23572674418604653
30,10,6,0.2305121816168328
30,10,6,0.23345376522702105
30,10,6,0.23123062015503876
30,10,6,0.22812707641196017
30,10,6,0.223812292358804
30,10,6,0.2289700996677741
30,10,6,0.23207225913621263
30,10,6,0.23119601328903655
30,10,6,0.2280855481727575
30,10,6,0.22751799557032115
30,10,6,0.22379291251384276
30,10,6,0.23577519379844963
30,10,6,0.23878322259136214
30,10,6,0.23806478405315615
30,10,6,0.23792081949058694
30,10,6,0.24843300110741973
30,10,6,0.23274086378737543
30,10,6,0.23347868217054263
30,10,6,0.22660852713178292
30,10,6,0.24174695459579182
30,10,6,0.23267718715393135
30,10,6,0.2461932447397564
30,10,6,0.24400747508305648
30,10,6,0.241734496124031
30,10,6,0.23794158361018827
30,10,6,0.2462763012181617
30,10,6,0.23634413067552604
30,10,6,0.23049141749723145
30,10,6,0.22823781838316726
30,10,6,0.23946151716500555
30,10,6,0.22608665559246954
30,10,6,0.24317829457364343
30,10,6,0.23571290143964563
30,10,6,0.216421650055371
30,10,6,0.23125830564784056
30,10,6,0.23422895902547064
30,10,6,0.2365337763012182
30,10,6,0.24847176079734218
30,10,6,0.23811600221483942
30,10,6,0.22006644518272425
30,10,6,0.24182585825027686
30,10,6,0.23796511627906974
30,10,6,0.22827242524916946
30,10,6,0.22532807308970101
30,10,6,0.22821566998892584
30,10,6,0.24094822812846067
30,10,6,0.2402464008859358
30,10,6,0.2365683831672204
30,10,6,0.22377076411960134
30,10,6,0.24240310077519378
30,10,6,0.22232142857142856
30,10,6,0.22299141749723145
30,10,6,0.21094684385382056
30,10,6,0.22756921373200445
30,10,6,0.23427464008859358
30,10,6,0.22383444075304543
30,10,6,0.22750553709856036
30,10,6,0.22826135105204876
30,10,6,0.23354789590254707
30,10,6,0.22971760797342194
30,10,6,0.22451135105204872
30,10,6,0.22596483942414175
30,10,6,0.22072674418604651
30,10,6,0.22686323366555927
30,10,6,0.2424418604651163
30,10,6,0.21783222591362128
30,10,6,0.23195321151716503
30,10,6,0.24320182724252493
30,10,6,0.25295542635658913
30,10,6,0.21560215946843853
30,10,6,0.2357308970099668
30,10,6,0.22309108527131782
30,10,6,0.2455094130675526
30,10,6,0.22083056478405316
30,10,6,0.22373062015503878
30,10,6,0.23719269102990032
30,10,6,0.2318687707641196
30,10,6,0.23437707641196015
30,10,6,0.23185215946843854
30,10,6,0.22444767441860464
30,10,6,0.23265088593576966
30,10,6,0.2327200996677741
30,10,6,0.23189645625692137
30,10,6,0.229905869324474
30,10,6,0.23410575858250277
30,10,6,0.22749723145071982
30,10,6,0.23189368770764118
30,10,7,0.25216223698781837
30,10,7,0.2440420819490587
30,10,7,0.24159053156146176
30,10,7,0.2678612956810631
30,10,7,0.2580897009966778
30,10,7,0.25808693244739755
30,10,7,0.2529720376522702
30,10,7,0.25147563676633444
30,10,7,0.2535506644518272
30,10,7,0.2409745293466224
30,10,7,0.25960548172757475
30,10,7,0.25809939091915834
30,10,7,0.2230509413067553
30,10,7,0.2551079734219269
30,10,7,0.24172480620155037
30,10,7,0.24931478405315616
30,10,7,0.2536614064230343
30,10,7,0.26564507198228127
30,10,7,0.2625110741971207
30,10,7,0.24387181616832782
30,10,7,0.24462209302325583
30,10,7,0.23573781838316724
30,10,7,0.2550456810631229
30,10,7,0.2552214839424142
30,10,7,0.2222785160575858
30,10,7,0.2476342746400886
30,10,7,0.26561461794019936
30,10,7,0.24381782945736435
30,10,7,0.24476605758582504
30,10,7,0.2663621262458472
30,10,7,0.26569075304540424
30,10,7,0.24535022148394242
30,10,7,0.2349875415282392
30,10,7,0.24305094130675525
30,10,7,0.2550747508305648
30,10,7,0.2431326135105205
30,10,7,0.2490808416389812
30,10,7,0.27383305647840533
30,10,7,0.2790268549280177
30,10,7,0.23941445182724252
30,10,7,0.25080287929125145
30,10,7,0.2400498338870432
30,10,7,0.259624861572536
30,10,7,0.2507433554817276
30,10,7,0.24978266888150613
30,10,7,0.2663482834994463
30,10,7,0.2589078073089701
30,10,7,0.2596013289036545
30,10,7,0.2513496677740864
30,10,7,0.24766472868217057
30,10,7,0.24466085271317828
30,10,7,0.257562292358804
30,10,7,0.2565905315614618
30,10,7,0.23882336655592473
30,10,7,0.2581063122923588
30,10,7,0.2520847176079734
30,10,7,0.2506506090808417
30,10,7,0.24984911406423038
30,10,7,0.2656132336655593
30,10,7,0.2588095238095238
30,10,7,0.25375553709856036
30,10,7,0.25364617940199335
30,10,7,0.24915974529346624
30,10,7,0.2552090254706534
30,10,7,0.23865171650055372
30,10,7,0.2641348283499446
30,10,7,0.2647563676633444
30,10,7,0.25050941306755264
30,10,7,0.25433277962347733
30,10,7,0.2402228682170543
30,10,7,0.2529097452934662
30,10,7,0.24093715393134
30,10,7,0.2752851605758583
30,10,7,0.25060769656699894
30,10,7,0.2438662790697675
30,10,7,0.2439313399778516
30,10,7,0.24471760797342193
30,10,7,0.25656976744186044
30,10,7,0.23497369878183832
30,10,7,0.27067967884828353
30,10,7,0.24985188261351055
30,10,7,0.2604554263565892
30,10,7,0.24535022148394242
30,10,7,0.2549820044296789
30,10,7,0.2611212624584718
30,10,7,0.2484606866002215
30,10,7,0.2542732558139535
30,10,7,0.25807447397563676
30,10,7,0.25885797342192696
30,10,7,0.257281284606866
30,10,7,0.2507087486157254
30,10,7,0.23866279069767443
30,10,7,0.258093853820598
30,10,7,0.27093161683277966
30,10,7,0.23868909191583612
30,10,7,0.2535811184939092
30,10,7,0.2454138981173865
30,10,7,0.27976328903654485
30,10,7,0.239359080841639
30,10,7,0.2641182170542636
30,10,8,0.2692746400885936
30,10,8,0.2766818936877077
30,10,8,0.2542275747508306
30,10,8,-0.3278879813302217
30,10,8,0.27685077519379847
30,10,8,0.2738939645625692
30,10,8,0.2647079180509413
30,10,8,0.27301218161683277
30,10,8,0.26553294573643416
30,10,8,0.25278654485049834
30,10,8,0.29411960132890363
30,10,8,0.28347591362126245
30,10,8,0.2692954042081949
30,10,8,0.2752574750830565
30,10,8,0.26847868217054266
30,10,8,0.2558790143964563
30,10,8,0.2736337209302326
30,10,8,0.270812569213732
30,10,8,0.2647466777408638
30,10,8,0.27083194905869323
30,10,8,0.2730260243632337
30,10,8,0.2849847729789591
30,10,8,0.27747369878183836
30,10,8,0.2849557032115172
30,10,8,0.2626107419712071
30,10,8,0.27606727574750833
30,10,8,0.27751522702104103
30,10,8,0.2692012735326689
30,10,8,0.26844545957918053
30,10,8,0.282000276854928
30,10,8,0.27673588039867114
30,10,8,0.2947037652270211
30,10,8,0.2940642303433001
30,10,8,0.276780177187154
30,10,8,0.2737513842746401
30,10,8,0.2565503875968992
30,10,8,0.2647923588039867
30,10,8,0.2843037098560354
30,10,8,0.27239479512735326
30,10,8,0.2677090254706534
30,10,8,0.28268549280177185
30,10,8,0.2633098006644518
30,10,8,0.2886461794019934
30,10,8,0.2647079180509413
30,10,8,0.25437707641196017
30,10,8,0.28788621262458475
30,10,8,0.2790822259136213
30,10,8,0.28056201550387594
30,10,8,0.26864617940199337
30,10,8,0.2558873200442968
30,10,8,0.27677048726467335
30,10,8,0.2812790697674419
30,10,8,0.2782544296788483
30,10,8,0.2834482281284607
30,10,8,0.26553986710963456
30,10,8,0.27895210409745297
30,10,8,0.2797369878183832
30,10,8,0.27456672203765226
30,10,8,0.27529900332225915
30,10,8,0.2609579180509413
30,10,8,0.2662416943521595
30,10,8,0.27741832779623476
30,10,8,0.27381921373200446
30,10,8,0.26769933554817277
30,10,8,0.2984717607973422
30,10,8,0.28272563676633444
30,10,8,0.27596483942414174
30,10,8,0.2910548172757475
30,10,8,0.2678308416389812
30,10,8,0.26549280177187157
30,10,8,0.29915836101882615
30,10,8,0.2647176079734219
30,10,8,0.2804595791805094
30,10,8,0.27595238095238095
30,10,8,0.273718161683278
30,10,8,0.2729983388704319
30,10,8,0.27678294573643414
30,10,8,0.2648684939091916
30,10,8,0.2595044296788483
30,10,8,0.27227436323366555
30,10,8,0.267062569213732
30,10,8,0.2909966777408638
30,10,8,0.26111849390919156
30,10,8,0.26255675526024363
30,10,8,0.26489894795127356
30,10,8,0.25130537098560357
30,10,8,0.26325719822812843
30,10,8,0.27607696566998896
30,10,8,0.29103543743078625
30,10,8,0.254343853820598
30,10,8,0.2871456256921373
30,10,8,0.2747065337763012
30,10,8,0.280499723145072
30,10,8,0.2632627353266888
30,10,8,0.28871677740863794
30,10,8,0.2902823920265781
30,10,8,0.28123477297895905
30,10,8,0.2856810631229236
30,10,8,0.28352574750830567
30,10,8,0.2744601328903654
30,10,9,0.30371954595791806
30,10,9,0.2843729235880399
30,10,9,0.30507613510520487
30,10,9,0.29993632336655596
30,10,9,0.2969449058693245
30,10,9,0.2901744186046512
30,10,9,0.2789797895902547
30,10,9,0.2825955149501661
30,10,9,0.3028779069767442
30,10,9,0.2924446290143965
30,10,9,0.26921788482834996
30,10,9,0.286344130675526
30,10,9,0.29995016611295683
30,10,9,0.3082198228128461
30,10,9,0.2946262458471761
30,10,9,0.2827200996677741
30,10,9,0.28867109634551497
30,10,9,0.3165143964562569
30,10,9,0.2953543743078627
30,10,9,0.29461517165005535
30,10,9,0.30358665559246956
30,10,9,0.2938385935769657
30,10,9,0.287952657807309
30,10,9,0.3014299557032115
30,10,9,0.29984634551495015
30,10,9,0.28568244739756365
30,10,9,0.29247093023255816
30,10,9,0.290186877076412
30,10,9,0.2969102990033222
30,10,9,0.31115725359911406
30,10,9,0.29609357696567
30,10,9,0.28498615725359916
30,10,9,0.3081796788482835
30,10,9,0.2932765780730897
30,10,9,-0.3045507584597433
30,10,9,0.3119158361018826
30,10,9,0.3066514396456257
30,10,9,0.30140503875968994
30,10,9,-0.30221703617269546
30,10,9,0.31264811738648945
30,10,9,0.29475083056478407
30,10,9,0.30059662236987816
30,10,9,0.3027934662236988
30,10,9,-0.30921820303383896
30,10,9,0.30287098560354375
30,10,9,-0.3033838973162194
30,10,9,0.2910022148394241
30,10,9,0.2812167774086379
30,10,9,0.2895750276854928
30,10,9,0.28495431893687706
30,10,9,-0.3220536756126021
30,10,9,0.2730080287929125
30,10,9,0.27294296788482836
30,10,9,0.28417912513842747
30,10,9,0.3006035437430786
30,10,9,0.2909440753045404
30,10,9,0.2976965669988926
30,10,9,0.30896733111849395
30,10,9,0.3013732004429679
30,10,9,0.2849515503875969
30,10,9,0.27669435215946847
30,10,9,0.29459025470653377
30,10,9,0.29699335548172756
30,10,9,0.3067068106312293
30,10,9,0.2848989479512736
30,10,9,0.29010797342192696
30,10,9,-0.3115519253208868
30,10,9,0.2984869878183832
30,10,9,0.29394656699889254
30,10,9,0.29249861572535996
30,10,9,0.29457918050941306
30,10,9,0.30135243632336656
30,10,9,0.290921926910299
30,10,9,-0.30921820303383896
30,10,9,0.2954637320044297
30,10,9,0.28044435215946845
30,10,9,0.295405592469546
30,10,9,0.30666389811738654
30,10,9,0.2909731450719823
30,10,9,0.29540697674418603
30,10,9,0.3074114064230344
30,10,9,0.2902422480620155
30,10,9,0.29387873754152827
30,10,9,0.3052560908084164
30,10,9,0.2878377630121816
30,10,9,0.2937984496124031
30,10,9,0.3119296788482835
30,10,9,-0.30105017502917153
30,10,9,0.28796096345514954
30,10,9,0.3006229235880399
30,10,9,0.30142580287929127
30,10,9,0.2827325581395349
30,10,9,0.2871608527131783
30,10,9,0.30508167220376525
30,10,9,0.2960949612403101
30,10,9,0.2849557032115172
30,10,9,0.29623615725359914
30,10,9,0.2916320598006644
30,10,9,0.281843853820598
30,10,9,0.31272425249169433
30,10,10,0.3058014950166113
30,10,10,0.3118992248062015
30,10,10,0.31411821705426357
30,10,10,0.3320376522702104
30,10,10,0.3073241971207088
30,10,10,0.30441306755260245
30,10,10,0.311078349944629
30,10,10,0.33872231450719825
30,10,10,-0.31388564760793464
30,10,10,0.33276301218161686
30,10,10,0.3222771317829457
30,10,10,-0.3115519253208868
30,10,10,0.2954125138427464
30,10,10,0.31777270210409747
30,10,10,0.3036461794019934
30,10,10,0.3073075858250277
30,10,10,0.344656699889258
30,10,10,0.31029623477297896
30,10,10,0.3171276301218162
30,10,10,-0.34305717619603265
30,10,10,0.3304969545957918
30,10,10,0.3260977297895903
30,10,10,0.304421373200443
30,10,10,0.31251522702104095
30,10,10,-0.30105017502917153
30,10,10,-0.3278879813302217
30,10,10,0.31031976744186046
30,10,10,0.3141140642303433
30,10,10,0.30064368770764116
30,10,10,-0.3862310385064177
30,10,10,0.30813815060908084
30,10,10,-0.31738623103850644
30,10,10,0.3163205980066445
